institution_id,institution_name,state_code,state_name,county,nces_locale,level,control,title_i_status,total_enrollment,number_of_teachers,student_teacher_ratio,percent_free_reduced_lunch,racial_white_pct,racial_black_pct,racial_hispanic_pct,racial_asian_pct,racial_native_pct,racial_two_or_more_pct,special_education_pct,english_learner_pct,per_pupil_expenditure_usd,federal_funding_pct,state_funding_pct,local_funding_pct,math_proficiency_pct,reading_proficiency_pct,graduation_rate_pct,chronic_absenteeism_pct,avg_sat_score,avg_act_score,ap_ib_participation_pct,postsecondary_enrollment_pct,stem_certified_flag,broadband_access_pct
US-EDU-10091,Valley View Elementary Academy,KS,Kansas,Jefferson County,Suburban - Large,Elementary School,Public,Title I Schoolwide,403,39,10.3,41.5,55.4,4.6,29.9,5.1,0.5,4.5,7.8,17.2,20049,12.6,40.3,47.1,70.6,81.0,80.5,18.6,,,,,No,92.1
US-EDU-10092,Centennial Elementary School,NY,New York,Queens County,Town - Fringe,Elementary School,Public Charter,Title I Targeted,446,19,23.9,35.8,52.4,22.3,16.2,3.2,1.8,4.1,6.2,7.8,15748,12.3,45.3,42.4,61.2,74.5,86.9,22.3,,,,,No,90.7
US-EDU-10093,Kennedy Elementary Academy,CA,California,Alameda County,City - Midsize,Elementary School,Private Non-Profit,Not Applicable,569,66,8.6,20.2,34.7,28.7,22.9,8.0,0.1,5.6,17.5,8.2,17550,0.0,2.0,98.0,65.2,79.6,85.9,25.9,,,,,No,94.1
US-EDU-10094,Franklin Middle School,MT,Montana,Franklin County,Suburban - Midsize,Middle School,Public Charter,Title I Targeted,841,53,15.8,36.4,42.3,3.0,38.5,11.7,1.6,2.9,13.3,15.8,19425,17.9,23.7,58.4,80.1,79.9,88.6,18.3,,,,,No,93.3
US-EDU-10095,Martin Luther King Jr. Grade School,NV,Nevada,Clay County,Rural - Remote,Elementary School,Public,Title I Schoolwide,352,19,18.9,64.4,74.8,7.8,10.3,4.2,1.7,1.2,13.2,4.0,15761,16.5,51.1,32.4,62.4,69.0,89.5,23.5,,,,,No,79.8
US-EDU-10096,Eisenhower High School,FL,Florida,Orange County,Suburban - Large,High School,Public,Title I Schoolwide,839,51,16.6,72.6,52.4,2.6,21.9,13.4,0.5,9.2,17.5,19.6,17931,14.7,41.8,43.5,57.9,60.0,82.9,23.9,1161,22.7,25.2,66.7,No,87.3
US-EDU-10097,Southland Primary School,WA,Washington,Washington County,City - Large,Elementary School,Private Non-Profit,Not Applicable,455,29,15.6,13.5,20.8,32.4,28.1,14.6,0.5,3.6,9.5,13.1,22752,0.0,2.0,98.0,75.4,65.1,90.7,23.8,,,,,No,98.3
US-EDU-10098,Centennial Junior High School,MA,Massachusetts,Clay County,Suburban - Large,Middle School,Public,Title I Schoolwide,736,44,16.8,54.5,43.5,23.0,4.7,24.7,1.2,2.9,16.9,3.2,16956,12.6,45.9,41.5,64.6,66.5,95.0,20.7,,,,,No,87.8
US-EDU-10099,University of New Jersey at Crestview,NJ,New Jersey,Marion County,Rural - Remote,4-Year University,Public,Not Applicable,4155,277,15.0,0.0,50.9,22.6,9.3,5.6,1.2,10.4,9.2,7.7,27215,13.9,55.9,30.2,83.0,77.5,84.2,14.5,1301,29.6,,,No,95.2
US-EDU-10100,Meadowbrook Intermediate School,MT,Montana,Montgomery County,City - Midsize,Middle School,Public,Title I Schoolwide,697,37,19.0,98.0,26.1,28.2,35.3,5.8,0.1,4.5,10.9,19.8,15127,22.8,37.4,39.8,34.1,59.7,80.6,27.2,,,,,Yes,81.2
US-EDU-10101,Metropolitan Comprehensive High School,NY,New York,New York County,Rural - Remote,High School,Public,Title I Schoolwide,1643,72,22.7,42.2,45.2,14.2,28.8,4.6,2.8,4.4,11.8,12.3,9562,15.0,42.8,42.2,79.6,96.0,91.5,27.4,1292,28.5,43.5,79.2,No,90.0
US-EDU-10102,Marshall Academy,FL,Florida,Pinellas County,City - Large,High School,Public,Title I Schoolwide,1407,91,15.4,56.2,19.4,35.2,32.5,4.2,2.3,6.4,16.6,16.5,14364,12.1,59.3,28.6,45.1,60.6,80.2,12.4,1225,25.0,27.3,64.7,No,90.0
US-EDU-10103,Cedar Creek Junior High School,IA,Iowa,Jefferson County,Suburban - Midsize,Middle School,Private Non-Profit,Not Applicable,420,44,9.6,12.2,55.2,10.6,22.6,5.7,1.8,4.1,15.5,15.6,16802,0.0,2.0,98.0,54.8,66.9,84.0,22.5,,,,,No,96.1
US-EDU-10104,Westview Senior High School,IL,Illinois,Winnebago County,City - Large,High School,Public,Title I Schoolwide,880,52,17.0,69.0,31.5,18.0,35.9,11.2,0.1,3.3,13.0,21.6,13542,17.5,41.3,41.2,59.1,58.2,81.9,31.3,1158,23.8,24.6,60.3,No,87.8
US-EDU-10105,Frontier College Prep,CO,Colorado,Franklin County,Suburban - Large,High School,Public Charter,Title I Targeted,665,51,13.1,32.2,24.1,26.0,35.2,10.9,0.1,3.7,15.5,16.9,20322,11.2,51.7,37.1,65.0,73.9,87.9,19.8,1239,25.2,31.8,65.6,No,90.1
US-EDU-10106,Centennial Grade School,AL,Alabama,Washington County,Suburban - Large,Elementary School,Public,Not Title I Eligible,698,45,15.6,36.6,36.0,7.0,36.0,16.5,0.1,4.4,15.1,18.4,21145,14.5,50.5,35.0,56.8,38.6,80.6,30.3,,,,,No,89.7
US-EDU-10107,Marshall Senior High School,OH,Ohio,Mahoning County,Suburban - Large,High School,Public,Title I Schoolwide,1146,61,18.7,44.2,44.6,22.6,25.1,3.5,3.1,1.1,9.8,4.3,17082,15.0,45.3,39.7,35.9,58.1,78.7,22.4,1045,23.8,16.8,62.5,No,89.7
US-EDU-10108,Washington Middle School,SC,South Carolina,Washington County,City - Midsize,Middle School,Public,Title I Schoolwide,698,40,17.3,93.9,46.3,25.0,6.8,17.2,1.2,3.5,15.3,5.5,13726,18.5,55.5,26.0,34.3,40.6,84.2,19.5,,,,,No,86.2
US-EDU-10109,River Bend Primary School,CO,Colorado,Washington County,City - Midsize,Elementary School,Public,Title I Schoolwide,752,61,12.3,40.4,25.5,29.6,35.2,1.0,4.5,4.2,10.6,11.3,19168,12.9,48.9,38.2,64.8,56.2,79.1,23.5,,,,,No,90.9
US-EDU-10110,Willow Creek Elementary Academy,IN,Indiana,Marion County,Suburban - Large,Elementary School,Public,Title I Schoolwide,648,44,14.7,46.2,63.2,10.5,21.2,3.9,0.4,0.8,12.9,12.0,17276,9.3,52.1,38.6,31.6,39.2,76.9,16.5,,,,,No,92.4
US-EDU-10111,Highland Park Junior High School,OH,Ohio,Stark County,Suburban - Midsize,Middle School,Private For-Profit,Not Applicable,647,43,14.9,25.4,28.8,13.9,47.5,4.4,0.1,5.3,17.4,14.6,18054,11.9,51.4,36.7,77.3,64.8,91.2,24.4,,,,,No,95.6
US-EDU-10112,Hamilton Academy,WI,Wisconsin,Lincoln County,Suburban - Large,High School,Public,Not Title I Eligible,1324,77,17.3,21.7,61.9,3.8,22.2,7.4,2.3,2.4,15.8,9.4,17332,11.2,49.3,39.5,66.1,76.4,76.0,14.7,1215,26.2,28.6,58.4,No,92.5
US-EDU-10113,Madison Grade School,MA,Massachusetts,Central County,Suburban - Large,Elementary School,Public Charter,Not Title I Eligible,411,25,16.4,7.5,57.8,19.3,7.6,10.8,0.9,3.6,8.0,6.3,24220,7.6,46.5,45.9,66.6,70.9,86.1,15.3,,,,,No,95.3
US-EDU-10114,Hamilton Academy,MI,Michigan,Genesee County,City - Large,High School,Public,Title I Targeted,1293,89,14.6,38.0,61.3,4.7,10.3,18.5,0.5,4.7,20.9,8.1,15205,13.4,45.2,41.4,53.6,49.1,86.0,25.2,1194,24.4,29.6,61.4,No,99.0
US-EDU-10115,Roosevelt Elementary Academy,TN,Tennessee,Central County,City - Large,Elementary School,Public,Title I Schoolwide,625,47,13.4,63.7,30.0,29.0,27.2,2.3,1.5,10.0,17.8,16.4,19729,17.6,49.6,32.8,60.2,64.3,85.2,24.5,,,,,No,88.8
US-EDU-10116,Westview Community School,NY,New York,Kings County,Suburban - Large,K-12 Combined,Public,Title I Schoolwide,697,46,15.2,40.9,63.3,20.2,3.6,8.7,1.2,3.0,12.2,0.0,14821,11.2,53.8,35.0,71.3,66.9,91.2,13.6,1177,26.4,25.7,67.2,No,91.2
US-EDU-10117,Centennial K-12 Academy,TX,Texas,Tarrant County,City - Midsize,K-12 Combined,Private Religious,Not Applicable,382,39,9.9,18.1,42.8,5.6,43.1,7.3,0.1,1.1,16.9,19.7,21271,0.0,2.0,98.0,45.4,74.9,85.0,23.3,1248,25.3,29.9,62.5,No,90.9
US-EDU-10118,Southland Middle School,OK,Oklahoma,Jefferson County,Suburban - Large,Middle School,Private Non-Profit,Not Applicable,918,71,12.9,13.2,35.5,17.9,29.1,6.4,6.5,4.6,8.2,13.2,13793,0.0,2.0,98.0,60.4,57.6,81.7,13.5,,,,,No,97.9
US-EDU-10119,Metropolitan Primary School,AZ,Arizona,Central County,Suburban - Midsize,Elementary School,Private Non-Profit,Not Applicable,199,14,14.1,13.2,61.9,15.1,16.5,3.3,0.1,3.1,17.4,9.6,12294,0.0,2.0,98.0,67.8,86.6,92.6,15.7,,,,,No,93.9
US-EDU-10120,Eisenhower Senior High School,VA,Virginia,Central County,Town - Fringe,High School,Private Religious,Not Applicable,819,89,9.2,24.6,85.9,1.0,4.5,6.1,0.1,2.4,11.0,7.6,25701,0.0,2.0,98.0,88.2,85.8,84.2,9.2,1306,28.0,45.7,84.2,No,95.5
US-EDU-10121,Grand Valley Primary School,OH,Ohio,Montgomery County,Suburban - Large,Elementary School,Private Religious,Not Applicable,257,35,7.3,11.2,44.5,2.0,34.8,14.2,0.1,4.4,9.7,13.6,7500,0.0,2.0,98.0,80.4,75.8,88.0,26.1,,,,,No,93.1
US-EDU-10122,Jefferson Grade School,MI,Michigan,Macomb County,Suburban - Midsize,Elementary School,Public Charter,Not Title I Eligible,367,32,11.5,21.8,68.0,1.6,22.4,5.7,0.1,2.2,15.4,9.8,22843,12.4,56.4,31.2,74.3,91.1,84.9,12.7,,,,,No,98.2
US-EDU-10123,Martin Luther King Jr. Primary School,FL,Florida,Hillsborough County,Suburban - Large,Elementary School,Public,Title I Targeted,249,16,15.1,34.1,64.3,2.1,23.5,5.8,0.1,4.2,6.8,10.4,22804,13.0,34.6,52.4,72.8,74.5,85.1,17.6,,,,,No,90.1
US-EDU-10124,Oak Ridge Elementary Academy,FL,Florida,Miami-Dade County,Suburban - Midsize,Elementary School,Public Charter,Title I Targeted,507,37,13.8,57.9,45.5,20.1,6.9,15.0,5.7,6.8,10.8,4.7,10295,11.1,62.3,26.6,56.2,61.0,84.1,20.5,,,,,No,92.5
US-EDU-10125,Highland Park Senior High School,CT,Connecticut,Franklin County,Rural - Fringe,High School,Public,Title I Schoolwide,1022,60,17.1,50.8,74.1,2.7,13.3,0.8,2.4,6.7,16.9,6.8,19154,13.8,40.4,45.8,68.3,85.1,89.3,14.0,1204,24.2,30.4,61.5,No,93.5
US-EDU-10126,Grand Valley High School,FL,Florida,Palm Beach County,Suburban - Large,High School,Public,Title I Targeted,554,27,20.6,29.6,44.0,31.3,17.1,1.2,1.7,4.7,8.4,10.4,19140,11.7,60.3,28.0,69.5,93.6,90.7,11.0,1346,27.8,36.5,72.4,No,91.9
US-EDU-10127,Highland Park Junior High School,MN,Minnesota,Montgomery County,Town - Fringe,Middle School,Public,Title I Schoolwide,200,14,14.5,66.6,74.9,10.2,9.6,1.1,0.1,4.1,10.7,8.6,18100,14.4,20.0,65.6,41.3,70.0,80.1,24.6,,,,,No,89.7
US-EDU-10128,Meadowbrook Elementary Academy,CA,California,Los Angeles County,City - Large,Elementary School,Public,Title I Schoolwide,342,20,17.1,49.0,32.5,26.8,28.6,7.9,0.6,3.6,12.4,15.6,14238,12.2,45.9,41.9,39.5,50.9,93.6,15.3,,,,,Yes,93.4
US-EDU-10129,Hamilton Primary School,TX,Texas,Bexar County,City - Large,Elementary School,Public Charter,Title I Schoolwide,386,18,21.6,97.3,36.5,9.3,8.5,36.0,2.4,7.3,14.3,11.3,13283,18.9,44.8,36.3,51.8,43.2,76.3,32.3,,,,,No,79.1
US-EDU-10130,Pine Crest Grade School,TX,Texas,Fort Bend County,Town - Fringe,Elementary School,Public,Title I Schoolwide,444,31,14.2,42.6,84.5,1.4,2.8,1.6,4.1,5.6,16.4,5.2,17631,11.3,46.8,41.9,41.1,62.4,88.1,26.2,,,,,No,83.5
US-EDU-10131,Willow Creek Senior High School,NY,New York,Suffolk County,Suburban - Midsize,High School,Public,Not Title I Eligible,927,74,12.6,18.6,53.8,15.6,6.2,16.6,2.5,5.3,14.9,11.2,12150,11.3,61.4,27.3,45.2,71.5,77.5,14.9,1145,22.8,22.7,64.8,No,95.0
US-EDU-10132,Meadowbrook Comprehensive High School,NV,Nevada,Montgomery County,Suburban - Large,High School,Public,Title I Schoolwide,1453,81,18.0,52.4,40.2,10.4,33.4,12.8,0.6,2.6,11.6,19.0,19668,10.6,37.8,51.6,77.3,74.1,86.2,18.9,1239,26.3,35.4,66.6,No,86.0
US-EDU-10133,Jefferson Elementary Academy,IL,Illinois,St. Clair County,Town - Distant,Elementary School,Public,Not Title I Eligible,539,41,13.0,39.1,70.0,2.3,22.1,4.3,0.1,1.2,18.9,8.0,16648,14.2,37.5,48.3,48.2,47.6,81.7,23.6,,,,,No,92.2
US-EDU-10134,Meadowbrook Junior High School,FL,Florida,Palm Beach County,City - Large,Middle School,Public Charter,Title I Schoolwide,769,73,10.5,41.6,20.9,29.9,38.7,7.5,0.9,2.1,12.6,16.8,16219,12.4,44.5,43.1,63.9,74.3,83.0,19.3,,,,,No,90.5
US-EDU-10135,Westview Grade School,TN,Tennessee,Lincoln County,Rural - Fringe,Elementary School,Public,Not Title I Eligible,615,30,20.5,32.1,53.4,14.4,23.3,2.6,3.5,2.8,16.7,9.0,16047,11.1,49.2,39.7,83.8,65.4,87.0,19.6,,,,,No,93.3
US-EDU-10136,Cedar Creek Junior High School,AZ,Arizona,Central County,Town - Distant,Middle School,Public Charter,Title I Targeted,417,44,9.4,47.3,81.6,7.2,3.8,0.6,3.0,3.8,10.0,6.7,15309,13.9,36.8,49.3,47.2,74.1,80.3,15.9,,,,,No,90.9
US-EDU-10137,Highland Park High School,MS,Mississippi,Washington County,City - Midsize,High School,Public,Title I Schoolwide,898,93,9.7,54.0,38.2,23.5,15.4,10.5,3.9,8.5,17.7,9.9,22233,12.8,50.4,36.8,67.7,61.1,78.8,22.0,1162,23.8,32.0,65.0,No,91.5
US-EDU-10138,Southland Preparatory High School,MO,Missouri,Jefferson County,Town - Distant,High School,Public Charter,Title I Schoolwide,1533,88,17.4,54.1,62.2,12.7,13.1,1.2,3.6,7.2,7.4,2.9,17055,15.8,50.1,34.1,53.2,47.3,69.9,17.0,1183,22.6,35.6,70.1,Yes,90.7
US-EDU-10139,Hamilton Preparatory High School,MI,Michigan,Wayne County,City - Large,High School,Public Charter,Title I Schoolwide,1695,105,16.1,49.0,22.6,32.5,27.4,10.5,1.0,6.0,13.4,12.4,18938,11.8,39.8,48.4,54.7,68.2,86.6,25.8,1139,23.3,38.6,64.6,Yes,93.7
US-EDU-10140,Valley View Elementary Academy,NM,New Mexico,Marion County,City - Large,Elementary School,Public,Title I Schoolwide,439,27,16.5,48.2,32.1,36.8,21.7,4.2,2.0,3.2,13.8,7.9,20956,12.0,26.6,61.4,60.1,71.7,91.7,19.4,,,,,No,87.7
US-EDU-10141,Horizon Middle School,AL,Alabama,Madison County,Rural - Remote,Middle School,Public,Title I Schoolwide,603,33,18.3,54.9,56.6,12.9,18.8,3.5,3.1,5.1,18.8,11.2,15477,14.5,38.7,46.8,60.0,60.7,92.8,23.7,,,,,No,86.4
US-EDU-10142,Oak Ridge Academy,TX,Texas,Dallas County,Suburban - Midsize,High School,Public,Title I Schoolwide,829,48,17.2,67.8,36.4,15.9,33.7,11.9,0.1,2.0,17.0,19.3,18431,11.9,57.0,31.1,60.7,73.1,78.2,17.7,1231,24.3,28.2,75.6,No,87.1
US-EDU-10143,Crestview Elementary Academy,CA,California,Santa Clara County,Suburban - Large,Elementary School,Public,Not Title I Eligible,276,17,16.0,23.9,51.4,13.5,28.9,0.8,2.5,2.9,15.7,15.0,20427,11.0,50.5,38.5,74.0,66.0,89.1,26.1,,,,,No,99.0
US-EDU-10144,Kennedy Grade School,AL,Alabama,Jefferson County,Suburban - Large,Elementary School,Private Non-Profit,Not Applicable,420,29,14.6,8.7,55.2,11.9,28.1,1.9,0.1,2.8,11.8,14.8,7500,0.0,2.0,98.0,57.9,64.5,91.8,27.3,,,,,No,96.9
US-EDU-10145,Metropolitan Grade School,TN,Tennessee,Jefferson County,Rural - Remote,Elementary School,Public,Title I Schoolwide,666,38,17.6,45.0,62.7,6.4,19.1,5.9,0.1,5.8,7.4,7.6,18307,13.9,47.2,38.9,66.2,79.0,84.5,15.3,,,,,No,92.1
US-EDU-10146,Crestview Elementary Academy,WA,Washington,Clay County,Suburban - Large,Elementary School,Public,Title I Targeted,371,19,19.8,27.8,41.2,13.2,31.3,10.7,0.6,3.0,8.7,18.7,19415,12.1,54.2,33.7,84.1,79.4,89.8,20.3,,,,,No,96.7
US-EDU-10147,Centennial Grade School,CA,California,Santa Clara County,Town - Distant,Elementary School,Public,Title I Schoolwide,690,34,20.3,75.4,73.7,10.6,2.9,5.6,3.4,3.8,10.7,1.6,18375,15.8,46.6,37.6,48.4,64.1,83.3,22.3,,,,,No,85.8
US-EDU-10148,Westview Community School,NY,New York,Westchester County,City - Large,K-12 Combined,Private Religious,Not Applicable,291,21,14.1,10.5,32.2,35.6,25.7,2.1,1.9,2.5,14.8,11.3,12556,0.0,2.0,98.0,67.9,63.3,87.6,20.3,1162,26.5,23.3,66.5,No,99.0
US-EDU-10149,Southland Elementary Academy,OH,Ohio,Franklin County,City - Large,Elementary School,Public,Title I Targeted,426,36,11.7,57.6,23.3,44.1,23.4,5.5,1.3,2.4,13.7,12.0,16473,15.3,56.2,28.5,46.4,52.0,89.5,22.9,,,,,No,88.6
US-EDU-10150,Highland Park Elementary Academy,TX,Texas,Travis County,Town - Fringe,Elementary School,Public,Title I Schoolwide,595,61,9.7,66.5,83.3,10.2,2.2,2.7,0.7,0.9,15.0,0.0,14712,13.0,48.6,38.4,51.4,48.2,80.1,28.6,,,,,No,85.6
US-EDU-10151,Roosevelt Primary School,MA,Massachusetts,Franklin County,Suburban - Large,Elementary School,Public,Title I Schoolwide,390,30,13.1,45.2,53.1,11.8,15.2,17.1,1.5,1.3,14.2,10.7,17631,13.9,49.7,36.4,29.1,57.9,80.3,30.4,,,,,No,91.8
US-EDU-10152,Carver Grade School,SC,South Carolina,Jefferson County,Suburban - Large,Elementary School,Public,Not Title I Eligible,476,33,14.5,17.2,61.0,11.8,19.8,5.6,0.1,1.7,12.4,6.9,16282,9.1,56.1,34.8,70.1,86.1,87.2,11.0,,,,,No,93.8
US-EDU-10153,Sunset Middle School,NJ,New Jersey,Clay County,City - Large,Middle School,Public,Title I Schoolwide,511,39,13.1,50.5,16.1,46.8,20.3,10.5,2.8,3.5,11.5,11.1,19494,13.7,50.0,36.3,54.2,65.8,82.8,23.1,,,,,No,89.7
US-EDU-10154,Horizon Middle School,CA,California,Alameda County,Suburban - Midsize,Middle School,Public,Title I Schoolwide,467,25,18.5,75.5,51.2,12.4,24.5,8.2,0.6,3.1,12.3,6.0,12955,15.4,50.8,33.8,24.2,43.4,81.1,28.1,,,,,No,86.8
US-EDU-10155,Highland Park Primary School,NH,New Hampshire,Washington County,City - Large,Elementary School,Public,Title I Schoolwide,150,13,11.9,40.5,30.9,43.9,13.4,6.9,0.1,4.8,14.2,9.4,13223,9.9,45.6,44.5,42.1,65.2,76.7,7.0,,,,,No,87.8
US-EDU-10156,River Bend Grade School,OH,Ohio,Stark County,Town - Fringe,Elementary School,Public,Title I Schoolwide,513,57,9.0,47.0,76.4,0.8,16.7,4.6,0.8,0.7,12.3,8.2,19022,14.3,65.4,20.3,79.3,79.9,85.6,10.5,,,,,No,88.7
US-EDU-10157,Crestview Primary School,TX,Texas,Harris County,Suburban - Large,Elementary School,Public,Not Title I Eligible,475,27,17.9,16.9,46.3,16.3,27.3,5.9,3.0,1.2,14.1,11.4,12514,12.4,54.1,33.5,87.6,79.0,97.0,19.1,,,,,No,93.2
US-EDU-10158,Lincoln Grade School,GA,Georgia,Gwinnett County,Town - Distant,Elementary School,Public,Title I Targeted,652,40,16.5,39.8,79.7,7.5,6.2,0.4,0.1,6.1,12.4,3.1,16314,9.6,53.3,37.1,71.2,57.3,87.6,15.2,,,,,No,90.3
US-EDU-10159,Grand Valley Intermediate School,GA,Georgia,Cobb County,Town - Fringe,Middle School,Public,Title I Schoolwide,418,31,13.4,66.3,65.3,8.3,19.6,1.8,0.1,4.9,15.8,8.0,17308,14.3,58.1,27.6,45.9,47.1,90.2,24.1,,,,,No,83.1
US-EDU-10160,Cedar Creek Elementary School,KS,Kansas,Franklin County,City - Large,Elementary School,Public Charter,Title I Targeted,472,37,12.8,54.6,21.2,23.7,42.4,10.3,0.1,2.3,14.1,19.3,14249,11.4,41.2,47.4,36.0,56.7,79.5,21.7,,,,,No,86.3
US-EDU-10161,Centennial Elementary School,NJ,New Jersey,Lincoln County,City - Large,Elementary School,Public Charter,Title I Schoolwide,127,8,16.9,86.2,57.2,16.7,7.7,11.1,2.7,4.6,20.5,1.1,20533,15.2,45.2,39.6,48.5,55.9,82.2,25.4,,,,,No,91.5
US-EDU-10162,Grand Valley Intermediate School,MD,Maryland,Central County,City - Midsize,Middle School,Public,Title I Schoolwide,751,42,17.7,46.9,32.8,33.3,20.0,8.9,0.1,4.9,8.4,11.5,15950,12.1,43.3,44.6,83.1,72.3,85.5,8.8,,,,,No,95.1
US-EDU-10163,Eisenhower Intermediate School,AZ,Arizona,Franklin County,Suburban - Large,Middle School,Public,Title I Schoolwide,530,28,18.7,40.6,63.3,20.8,4.1,5.2,3.5,3.1,13.2,12.9,16654,15.7,64.4,19.9,64.0,54.2,82.6,21.7,,,,,No,92.7
US-EDU-10164,Southland Elementary Academy,WI,Wisconsin,Jackson County,Town - Distant,Elementary School,Public,Title I Targeted,535,32,16.9,50.3,87.4,2.2,4.4,1.1,0.1,4.8,14.3,8.4,18987,16.6,60.4,23.0,45.6,51.5,85.4,20.4,,,,,No,89.7
US-EDU-10165,Highland Park Technical College,OH,Ohio,Cuyahoga County,Rural - Fringe,2-Year College,Public,Not Applicable,10734,531,20.2,0.0,75.8,3.2,13.7,1.7,1.6,4.0,14.1,6.9,14205,14.8,53.2,32.0,63.1,62.7,86.8,18.6,,,,,No,93.5
US-EDU-10166,Oak Ridge Grade School,KY,Kentucky,Central County,Town - Distant,Elementary School,Public,Title I Schoolwide,269,18,14.7,59.9,66.1,4.3,24.3,0.8,1.4,3.1,12.7,9.1,15927,16.2,36.4,47.4,47.0,59.2,71.1,20.9,,,,,No,86.5
US-EDU-10167,Eastside K-12 Academy,GA,Georgia,Cobb County,Suburban - Large,K-12 Combined,Private Non-Profit,Not Applicable,399,26,15.3,4.1,46.1,8.2,27.5,12.9,0.1,5.2,8.9,18.4,7500,0.0,2.0,98.0,60.9,77.0,87.9,7.7,1212,25.6,37.5,79.7,No,95.6
US-EDU-10168,Highland Park Elementary School,NY,New York,Monroe County,City - Midsize,Elementary School,Private Non-Profit,Not Applicable,327,32,10.1,0.0,33.4,24.8,27.7,11.5,0.4,2.2,11.4,13.5,19805,0.0,2.0,98.0,68.6,66.5,86.0,8.8,,,,,Yes,95.0
US-EDU-10169,Eisenhower Comprehensive High School,TX,Texas,Collin County,City - Large,High School,Public,Title I Schoolwide,1225,83,14.7,52.2,51.7,16.4,22.5,1.6,0.2,7.6,17.0,4.2,13105,15.7,50.7,33.6,52.0,58.9,83.7,18.8,1143,24.7,29.3,59.7,No,92.8
US-EDU-10170,Cedar Creek Junior High School,MO,Missouri,Marion County,City - Large,Middle School,Private Religious,Not Applicable,605,75,8.1,0.0,5.4,44.1,31.0,18.2,0.1,1.2,10.4,15.1,17581,0.0,2.0,98.0,71.0,54.6,86.7,23.1,,,,,No,99.0
US-EDU-10171,University of Alabama at Marshall,AL,Alabama,Franklin County,Town - Fringe,4-Year University,Public,Not Applicable,24050,2147,11.2,0.0,71.9,9.0,7.7,5.6,0.5,5.3,13.3,6.4,19131,13.0,35.3,51.7,69.0,70.0,83.8,23.2,1210,23.6,,,No,94.9
US-EDU-10172,Pine Crest Intermediate School,MA,Massachusetts,Montgomery County,Rural - Fringe,Middle School,Public Charter,Title I Schoolwide,468,34,13.6,79.5,59.4,17.7,14.4,5.5,2.0,1.0,7.9,14.7,15176,18.0,60.0,22.0,47.6,38.2,75.3,27.9,,,,,No,85.1
US-EDU-10173,Willow Creek Grade School,NY,New York,Kings County,City - Midsize,Elementary School,Private Non-Profit,Not Applicable,245,20,12.5,7.1,27.3,25.8,34.0,10.0,1.9,1.0,13.3,17.8,16548,0.0,2.0,98.0,74.8,76.9,83.7,14.6,,,,,Yes,99.0
US-EDU-10174,Eastside Grade School,SD,South Dakota,Montgomery County,Suburban - Midsize,Elementary School,Public Charter,Title I Schoolwide,438,38,11.4,79.8,58.4,9.7,5.6,17.3,2.3,6.7,14.7,6.9,13124,16.0,41.9,42.1,44.3,56.0,85.9,20.0,,,,,Yes,88.0
US-EDU-10175,Jefferson Technical College,TX,Texas,Travis County,City - Large,2-Year College,Public,Not Applicable,2455,162,15.2,0.0,49.7,27.0,8.0,9.0,1.8,4.5,10.8,7.7,22608,19.6,35.8,44.6,79.2,72.2,94.1,22.1,,,,,No,94.3
US-EDU-10176,Cedar Creek Academy,GA,Georgia,Clayton County,City - Midsize,High School,Public,Title I Schoolwide,919,63,14.6,71.0,6.5,21.7,55.8,10.5,0.1,5.4,12.9,26.0,14247,15.7,50.8,33.5,50.3,63.4,80.1,19.4,1197,25.6,30.3,67.0,No,84.3
US-EDU-10177,Kennedy Charter High School,VA,Virginia,Montgomery County,City - Large,High School,Public Charter,Title I Schoolwide,1246,109,11.4,46.9,52.0,7.0,24.1,6.9,3.0,7.0,9.2,12.8,13490,14.2,33.8,52.0,68.3,77.8,89.6,15.5,1190,23.8,24.6,54.9,Yes,88.1
US-EDU-10178,Lakeshore Comprehensive High School,HI,Hawaii,Washington County,Suburban - Large,High School,Public,Title I Targeted,439,29,15.4,66.0,55.8,20.5,8.2,10.3,1.0,4.2,17.0,4.4,18372,16.9,60.3,22.8,55.1,56.4,79.2,27.9,1135,24.5,22.7,61.2,No,87.3
US-EDU-10179,Pine Crest Elementary School,OH,Ohio,Hamilton County,Town - Distant,Elementary School,Private Non-Profit,Not Applicable,399,56,7.1,24.3,78.2,5.5,9.1,1.1,0.6,5.5,10.3,8.0,14941,0.0,2.0,98.0,58.5,67.9,92.4,16.5,,,,,No,97.8
US-EDU-10180,Northwood Primary School,TX,Texas,Dallas County,Suburban - Midsize,Elementary School,Private Non-Profit,Not Applicable,476,33,14.6,4.4,67.5,18.8,4.5,5.5,1.8,1.9,13.2,2.3,20235,0.0,2.0,98.0,92.1,73.4,86.0,16.1,,,,,No,99.0
US-EDU-10181,Willow Creek Elementary School,NJ,New Jersey,Jackson County,City - Large,Elementary School,Public,Title I Schoolwide,144,13,11.2,87.5,49.4,6.2,30.8,11.2,0.1,2.3,13.0,13.8,13564,16.5,35.2,48.3,21.0,26.4,76.3,17.5,,,,,No,79.6
US-EDU-10182,Frontier Junior High School,CA,California,Sacramento County,Suburban - Large,Middle School,Public Charter,Not Title I Eligible,996,72,13.8,36.8,66.5,16.4,4.7,7.9,1.2,3.3,13.9,14.3,19941,13.4,33.0,53.6,65.9,52.0,85.3,19.0,,,,,No,93.1
